timestamp,location,latitude,longitude,traffic_volume,average_speed_kmph,weather_severity,precipitation_mm,accident_impact,event_flag,public_transport_density,hour,day_of_week,is_peak_hour,route_id_encoded,congestion_level,distance_km,base_eta_mins,temperature_celsius,visibility_km,toll_fee_inr,surge_pricing_active
2026-05-01 09:20:00,Akshardham Route,28.6127,77.2773,720.0,7.0,0,0.0,1,1,86.0,9,4,1,0,Very High,34.8,87,26.1,8.9,80,1
2026-05-01 09:30:00,Sector 62 Noida,28.628,77.3649,311.0,50.0,2,0.0,0,0,66.0,9,4,1,14,Low,26.7,67,22.3,8.7,100,1
2026-05-01 09:40:00,Botanical Garden,28.5636,77.334,230.0,55.0,1,0.0,0,1,54.0,9,4,1,1,Low,18.4,46,33.0,7.3,80,1
2026-05-01 09:50:00,Cyber Hub Gurgaon,28.4959,77.0882,546.0,34.0,2,0.0,0,0,89.0,9,4,1,3,Medium,7.4,18,34.2,8.3,200,1
2026-05-01 10:00:00,Karol Bagh,28.6519,77.1909,176.0,32.0,3,13.0,1,0,94.0,10,4,1,9,Medium,16.2,40,37.3,3.4,50,1
2026-05-01 10:10:00,Lajpat Nagar,28.5677,77.243,614.0,15.0,1,0.0,1,0,85.0,10,4,1,10,High,6.6,16,29.7,7.7,100,1
2026-05-01 10:20:00,IGI Airport T3,28.5562,77.1,358.0,32.0,1,0.0,1,0,24.0,10,4,1,7,Medium,34.3,86,37.9,6.8,80,1
2026-05-01 10:30:00,Dwarka Sector 21,28.5511,77.0565,876.0,12.0,0,0.0,0,0,55.0,10,4,1,5,Very High,20.6,52,28.7,9.8,200,1
2026-05-01 10:40:00,India Gate,28.6129,77.2295,383.0,45.0,2,0.0,0,0,87.0,10,4,1,8,Low,8.9,22,31.3,7.0,100,1
2026-05-01 10:50:00,Greater Noida West,28.59,77.43,611.0,30.0,0,0.0,0,0,85.0,10,4,1,6,Medium,10.5,26,28.5,7.0,120,1
2026-05-01 11:00:00,Cyber Hub Gurgaon,28.4959,77.0882,712.0,23.0,2,0.0,0,0,23.0,11,4,1,3,Very High,15.3,38,37.8,6.6,80,1
2026-05-01 11:10:00,India Gate,28.6129,77.2295,292.0,24.0,5,10.0,1,0,25.0,11,4,1,8,High,29.4,74,23.2,4.3,120,1
2026-05-01 11:20:00,Akshardham Route,28.6127,77.2773,303.0,35.0,0,0.0,1,0,47.0,11,4,1,0,Medium,12.3,31,22.1,7.1,150,1
2026-05-01 11:30:00,India Gate,28.6129,77.2295,338.0,48.0,0,0.0,0,0,53.0,11,4,1,8,Low,27.7,69,26.9,9.5,80,1
2026-05-01 11:40:00,Pari Chowk,28.4671,77.503,557.0,33.0,1,0.0,0,0,68.0,11,4,1,12,Medium,29.6,74,25.3,6.6,120,1
2026-05-01 11:50:00,Sector 18 Noida,28.5706,77.324,212.0,41.0,1,0.0,1,0,53.0,11,4,1,13,Low,31.2,78,39.3,6.1,50,1
2026-05-01 12:00:00,Sector 62 Noida,28.628,77.3649,533.0,8.0,5,17.0,1,1,91.0,12,4,0,14,Very High,25.3,63,26.3,3.5,150,0
2026-05-01 12:10:00,Botanical Garden,28.5636,77.334,539.0,35.0,0,0.0,0,0,61.0,12,4,0,1,Medium,12.6,32,37.3,9.9,120,0
2026-05-01 12:20:00,Sector 62 Noida,28.628,77.3649,625.0,17.0,3,16.0,0,1,46.0,12,4,0,14,High,7.0,18,34.4,4.3,150,0
2026-05-01 12:30:00,Connaught Place,28.6315,77.2167,785.0,5.0,1,0.0,1,0,63.0,12,4,0,2,Very High,28.8,72,34.7,7.8,50,0
2026-05-01 12:40:00,Connaught Place,28.6315,77.2167,206.0,42.0,2,0.0,1,0,90.0,12,4,0,2,Low,11.0,28,35.3,7.3,100,0
2026-05-01 12:50:00,Vaishali Ghaziabad,28.646,77.339,133.0,62.0,1,0.0,0,0,44.0,12,4,0,15,Low,12.8,32,26.0,8.7,80,0
2026-05-01 13:00:00,DND Flyway,28.5942,77.3053,413.0,16.0,5,8.0,1,0,73.0,13,4,0,4,High,30.7,77,31.5,1.4,200,0
2026-05-01 13:10:00,DND Flyway,28.5942,77.3053,337.0,33.0,1,0.0,1,0,30.0,13,4,0,4,Medium,23.9,60,39.8,8.9,50,0
2026-05-01 13:20:00,Lajpat Nagar,28.5677,77.243,818.0,16.0,1,0.0,0,0,70.0,13,4,0,10,Very High,6.5,16,39.5,6.4,80,0
2026-05-01 13:30:00,Connaught Place,28.6315,77.2167,246.0,54.0,2,0.0,0,0,33.0,13,4,0,2,Low,32.1,80,35.3,6.5,150,0
2026-05-01 13:40:00,India Gate,28.6129,77.2295,101.0,52.0,3,18.0,0,0,21.0,13,4,0,8,Low,5.2,13,23.2,4.5,100,0
2026-05-01 13:50:00,Botanical Garden,28.5636,77.334,799.0,17.0,2,0.0,0,0,37.0,13,4,0,1,Very High,32.7,82,34.6,7.0,80,0
2026-05-01 14:00:00,IGI Airport T3,28.5562,77.1,250.0,39.0,2,0.0,1,1,28.0,14,4,0,7,Medium,15.0,38,24.2,9.5,200,0
2026-05-01 14:10:00,Karol Bagh,28.6519,77.1909,402.0,32.0,5,5.0,0,1,24.0,14,4,0,9,Medium,13.3,33,26.5,1.6,100,0
2026-05-01 14:20:00,Karol Bagh,28.6519,77.1909,724.0,5.0,5,14.0,1,0,86.0,14,4,0,9,Very High,25.1,63,38.2,3.9,200,0
2026-05-01 14:30:00,DND Flyway,28.5942,77.3053,734.0,10.0,3,19.0,0,0,11.0,14,4,0,4,Very High,14.3,36,33.0,1.8,100,0
2026-05-01 14:40:00,Lajpat Nagar,28.5677,77.243,264.0,26.0,3,5.0,1,0,73.0,14,4,0,10,Medium,13.6,34,23.3,3.3,50,0
2026-05-01 14:50:00,Cyber Hub Gurgaon,28.4959,77.0882,852.0,14.0,2,0.0,0,0,13.0,14,4,0,3,Very High,30.2,76,22.7,6.4,150,0
2026-05-01 15:00:00,Karol Bagh,28.6519,77.1909,817.0,5.0,2,0.0,1,0,36.0,15,4,0,9,Very High,19.1,48,30.6,9.3,50,0
2026-05-01 15:10:00,Connaught Place,28.6315,77.2167,479.0,12.0,5,9.0,1,1,100.0,15,4,0,2,Very High,10.8,27,34.9,4.0,50,0
2026-05-01 15:20:00,MG Road Gurgaon,28.4794,77.0806,825.0,5.0,5,18.0,0,1,11.0,15,4,0,11,Very High,7.6,19,37.1,1.9,80,0
2026-05-01 15:30:00,Cyber Hub Gurgaon,28.4959,77.0882,212.0,56.0,0,0.0,0,0,66.0,15,4,0,3,Low,22.8,57,27.2,7.7,200,0
2026-05-01 15:40:00,DND Flyway,28.5942,77.3053,279.0,52.0,1,0.0,0,0,13.0,15,4,0,4,Low,28.3,71,29.2,6.3,50,0
2026-05-01 15:50:00,Vaishali Ghaziabad,28.646,77.339,638.0,13.0,1,0.0,1,1,66.0,15,4,0,15,Very High,12.5,31,24.6,9.8,80,0
2026-05-01 16:00:00,Botanical Garden,28.5636,77.334,107.0,51.0,5,20.0,0,0,79.0,16,4,0,1,Low,25.9,65,31.6,2.8,120,0
2026-05-01 16:10:00,Dwarka Sector 21,28.5511,77.0565,77.0,38.0,3,19.0,1,1,28.0,16,4,0,5,Medium,14.6,36,38.2,4.6,80,0
2026-05-01 16:20:00,DND Flyway,28.5942,77.3053,656.0,27.0,1,0.0,0,0,32.0,16,4,0,4,Medium,28.7,72,31.5,9.0,150,0
2026-05-01 16:30:00,Karol Bagh,28.6519,77.1909,856.0,5.0,3,20.0,1,1,91.0,16,4,0,9,Very High,13.7,34,37.3,2.1,200,0
2026-05-01 16:40:00,Vaishali Ghaziabad,28.646,77.339,806.0,17.0,2,0.0,0,0,53.0,16,4,0,15,Very High,24.8,62,28.1,6.5,200,0
2026-05-01 16:50:00,Sector 18 Noida,28.5706,77.324,288.0,39.0,5,7.0,0,1,25.0,16,4,0,13,Medium,14.9,37,24.0,4.5,80,0
2026-05-01 17:00:00,Cyber Hub Gurgaon,28.4959,77.0882,199.0,57.0,1,0.0,0,0,12.0,17,4,1,3,Low,7.2,18,22.9,6.6,100,1
2026-05-01 17:10:00,MG Road Gurgaon,28.4794,77.0806,703.0,24.0,2,0.0,0,0,50.0,17,4,1,11,Very High,29.0,72,26.6,6.7,80,1
2026-05-01 17:20:00,Pari Chowk,28.4671,77.503,539.0,20.0,1,0.0,1,0,69.0,17,4,1,12,High,10.1,25,25.8,9.7,200,1
2026-05-01 17:30:00,Sector 18 Noida,28.5706,77.324,873.0,5.0,3,6.0,0,0,25.0,17,4,1,13,Very High,12.6,32,34.4,4.0,120,1
2026-05-01 17:40:00,Sector 62 Noida,28.628,77.3649,517.0,21.0,2,0.0,1,0,36.0,17,4,1,14,High,16.2,40,35.6,8.5,120,1
2026-05-01 17:50:00,MG Road Gurgaon,28.4794,77.0806,464.0,25.0,1,0.0,1,0,57.0,17,4,1,11,Medium,13.3,33,35.5,7.6,200,1
2026-05-01 18:00:00,Sector 18 Noida,28.5706,77.324,456.0,28.0,3,4.0,0,0,72.0,18,4,1,13,Medium,6.2,16,30.0,1.2,120,1
2026-05-01 18:10:00,MG Road Gurgaon,28.4794,77.0806,325.0,37.0,3,19.0,0,0,52.0,18,4,1,11,Medium,10.2,26,28.6,1.8,200,1
2026-05-01 18:20:00,Karol Bagh,28.6519,77.1909,899.0,5.0,3,12.0,1,0,66.0,18,4,1,9,Very High,8.3,21,34.4,1.7,50,1
2026-05-01 18:30:00,Karol Bagh,28.6519,77.1909,813.0,5.0,3,8.0,1,1,33.0,18,4,1,9,Very High,25.2,63,25.1,4.5,100,1
2026-05-01 18:40:00,Dwarka Sector 21,28.5511,77.0565,373.0,34.0,5,12.0,0,0,89.0,18,4,1,5,Medium,8.5,21,22.9,2.8,80,1
2026-05-01 18:50:00,Greater Noida West,28.59,77.43,787.0,5.0,3,8.0,1,0,52.0,18,4,1,6,Very High,18.0,45,33.5,4.7,200,1
2026-05-01 19:00:00,Lajpat Nagar,28.5677,77.243,257.0,53.0,1,0.0,0,0,29.0,19,4,1,10,Low,25.5,64,33.7,9.0,200,1
2026-05-01 19:10:00,DND Flyway,28.5942,77.3053,347.0,35.0,5,11.0,0,1,36.0,19,4,1,4,Medium,20.8,52,35.9,2.0,200,1
2026-05-01 19:20:00,Sector 62 Noida,28.628,77.3649,345.0,47.0,1,0.0,0,0,16.0,19,4,1,14,Low,20.8,52,30.3,6.3,150,1
2026-05-01 19:30:00,MG Road Gurgaon,28.4794,77.0806,305.0,38.0,5,16.0,0,0,30.0,19,4,1,11,Medium,16.5,41,27.3,3.3,200,1
2026-05-01 19:40:00,Pari Chowk,28.4671,77.503,548.0,34.0,0,0.0,0,0,13.0,19,4,1,12,Medium,11.1,28,29.1,9.2,50,1
2026-05-01 19:50:00,Pari Chowk,28.4671,77.503,494.0,26.0,5,2.0,0,0,87.0,19,4,1,12,Medium,16.7,42,39.3,1.7,50,1
2026-05-01 20:00:00,Lajpat Nagar,28.5677,77.243,407.0,43.0,2,0.0,0,1,22.0,20,4,1,10,Low,7.6,19,37.9,8.4,50,1
2026-05-01 20:10:00,Pari Chowk,28.4671,77.503,674.0,26.0,1,0.0,0,0,49.0,20,4,1,12,Medium,10.2,26,36.4,6.8,50,1
2026-05-01 20:20:00,Pari Chowk,28.4671,77.503,413.0,43.0,2,0.0,0,0,73.0,20,4,1,12,Low,34.2,86,23.3,8.5,200,1
2026-05-01 20:30:00,MG Road Gurgaon,28.4794,77.0806,786.0,6.0,3,10.0,0,0,17.0,20,4,1,11,Very High,31.9,80,38.3,4.4,50,1
2026-05-01 20:40:00,Sector 18 Noida,28.5706,77.324,560.0,21.0,3,1.0,0,0,45.0,20,4,1,13,High,8.9,22,33.9,2.2,150,1
2026-05-01 20:50:00,Sector 18 Noida,28.5706,77.324,241.0,54.0,2,0.0,0,0,38.0,20,4,1,13,Low,32.6,82,39.7,8.4,50,1
2026-05-01 21:00:00,Botanical Garden,28.5636,77.334,402.0,44.0,1,0.0,0,0,17.0,21,4,0,1,Low,26.9,67,24.0,8.5,100,0
2026-05-01 21:10:00,Sector 62 Noida,28.628,77.3649,646.0,27.0,0,0.0,0,0,36.0,21,4,0,14,Medium,31.8,80,37.7,8.7,200,0
2026-05-01 21:20:00,Cyber Hub Gurgaon,28.4959,77.0882,662.0,26.0,1,0.0,0,0,20.0,21,4,0,3,Medium,8.2,20,24.1,9.7,50,0
2026-05-01 21:30:00,Dwarka Sector 21,28.5511,77.0565,204.0,57.0,2,0.0,0,1,87.0,21,4,0,5,Low,19.6,49,26.2,6.9,100,0
2026-05-01 21:40:00,Akshardham Route,28.6127,77.2773,894.0,5.0,5,13.0,0,0,27.0,21,4,0,0,Very High,23.2,58,36.5,2.0,100,0
2026-05-01 21:50:00,India Gate,28.6129,77.2295,316.0,34.0,0,0.0,1,0,15.0,21,4,0,8,Medium,24.6,62,37.8,6.1,50,0
2026-05-01 22:00:00,Vaishali Ghaziabad,28.646,77.339,647.0,27.0,1,0.0,0,0,77.0,22,4,0,15,Medium,14.4,36,28.6,8.9,100,0
2026-05-01 22:10:00,Connaught Place,28.6315,77.2167,642.0,13.0,1,0.0,1,0,42.0,22,4,0,2,Very High,11.6,29,28.0,9.4,100,0
2026-05-01 22:20:00,Karol Bagh,28.6519,77.1909,115.0,63.0,2,0.0,0,0,32.0,22,4,0,9,Low,27.6,69,27.4,6.5,80,0
2026-05-01 22:30:00,MG Road Gurgaon,28.4794,77.0806,407.0,31.0,3,14.0,0,0,28.0,22,4,0,11,Medium,23.9,60,40.0,1.2,150,0
2026-05-01 22:40:00,DND Flyway,28.5942,77.3053,732.0,22.0,2,0.0,0,0,93.0,22,4,0,4,Very High,25.6,64,31.4,9.0,80,0
2026-05-01 22:50:00,Sector 18 Noida,28.5706,77.324,555.0,33.0,2,0.0,0,0,23.0,22,4,0,13,Medium,25.1,63,33.6,8.1,50,0
2026-05-01 23:00:00,Akshardham Route,28.6127,77.2773,890.0,5.0,3,20.0,1,0,88.0,23,4,0,0,Very High,20.0,50,22.8,2.3,50,0
2026-05-01 23:10:00,DND Flyway,28.5942,77.3053,801.0,5.0,5,3.0,0,0,77.0,23,4,0,4,Very High,29.1,73,32.6,2.0,120,0
2026-05-01 23:20:00,India Gate,28.6129,77.2295,868.0,5.0,5,12.0,0,0,85.0,23,4,0,8,Very High,18.1,45,36.9,3.3,100,0
2026-05-01 23:30:00,Akshardham Route,28.6127,77.2773,448.0,29.0,5,11.0,0,1,67.0,23,4,0,0,Medium,18.4,46,30.1,3.2,50,0
2026-05-01 23:40:00,DND Flyway,28.5942,77.3053,213.0,56.0,1,0.0,0,0,59.0,23,4,0,4,Low,18.3,46,34.8,9.0,200,0
2026-05-01 23:50:00,Sector 62 Noida,28.628,77.3649,510.0,24.0,5,7.0,0,0,70.0,23,4,0,14,High,23.7,59,35.3,2.8,150,0
2026-05-02 00:00:00,Sector 62 Noida,28.628,77.3649,820.0,16.0,1,0.0,0,1,55.0,0,5,0,14,Very High,5.3,13,30.8,6.6,200,0
2026-05-02 00:10:00,Sector 18 Noida,28.5706,77.324,574.0,32.0,0,0.0,0,1,47.0,0,5,0,13,Medium,13.6,34,29.5,9.1,50,0
2026-05-02 00:20:00,Sector 62 Noida,28.628,77.3649,697.0,5.0,5,6.0,1,0,39.0,0,5,0,14,Very High,27.8,70,33.0,2.3,50,0
2026-05-02 00:30:00,Botanical Garden,28.5636,77.334,602.0,30.0,0,0.0,0,0,30.0,0,5,0,1,Medium,33.0,82,23.9,9.8,120,0
2026-05-02 00:40:00,Pari Chowk,28.4671,77.503,378.0,18.0,3,19.0,1,0,16.0,0,5,0,12,High,14.2,36,32.4,1.1,150,0
2026-05-02 00:50:00,Dwarka Sector 21,28.5511,77.0565,896.0,11.0,1,0.0,0,0,16.0,0,5,0,5,Very High,29.3,73,23.5,7.1,120,0
2026-05-02 01:00:00,Connaught Place,28.6315,77.2167,64.0,39.0,3,4.0,1,1,43.0,1,5,0,2,Medium,28.7,72,25.3,3.9,150,0
2026-05-02 01:10:00,Connaught Place,28.6315,77.2167,845.0,14.0,0,0.0,0,0,33.0,1,5,0,2,Very High,8.6,22,38.8,9.0,120,0
2026-05-02 01:20:00,Vaishali Ghaziabad,28.646,77.339,724.0,22.0,0,0.0,0,0,68.0,1,5,0,15,Very High,8.5,21,28.9,6.7,50,0
2026-05-02 01:30:00,Vaishali Ghaziabad,28.646,77.339,126.0,62.0,1,0.0,0,1,48.0,1,5,0,15,Low,5.2,13,27.1,9.6,50,0
2026-05-02 01:40:00,Botanical Garden,28.5636,77.334,489.0,11.0,3,19.0,1,0,26.0,1,5,0,1,Very High,19.1,48,22.0,4.4,120,0
2026-05-02 01:50:00,Akshardham Route,28.6127,77.2773,425.0,42.0,0,0.0,0,0,37.0,1,5,0,0,Low,33.7,84,31.1,7.9,120,0
2026-05-02 02:00:00,DND Flyway,28.5942,77.3053,666.0,11.0,0,0.0,1,0,53.0,2,5,0,4,Very High,11.9,30,27.3,7.0,200,0
2026-05-02 02:10:00,Sector 18 Noida,28.5706,77.324,663.0,26.0,2,0.0,0,1,26.0,2,5,0,13,Medium,22.1,55,40.0,8.3,150,0
2026-05-02 02:20:00,India Gate,28.6129,77.2295,397.0,32.0,5,8.0,0,1,65.0,2,5,0,8,Medium,14.4,36,32.6,2.0,50,0
2026-05-02 02:30:00,Karol Bagh,28.6519,77.1909,845.0,14.0,2,0.0,0,0,76.0,2,5,0,9,Very High,22.0,55,32.3,7.8,150,0
2026-05-02 02:40:00,Connaught Place,28.6315,77.2167,329.0,49.0,0,0.0,0,0,69.0,2,5,0,2,Low,32.2,80,39.3,7.5,120,0
2026-05-02 02:50:00,Dwarka Sector 21,28.5511,77.0565,787.0,6.0,5,12.0,0,1,89.0,2,5,0,5,Very High,8.8,22,27.3,1.8,200,0
2026-05-02 03:00:00,Pari Chowk,28.4671,77.503,787.0,18.0,1,0.0,0,0,34.0,3,5,0,12,Very High,13.5,34,36.6,7.7,100,0
2026-05-02 03:10:00,Pari Chowk,28.4671,77.503,423.0,27.0,0,0.0,1,0,69.0,3,5,0,12,Medium,6.7,17,23.5,6.4,50,0
2026-05-02 03:20:00,Sector 62 Noida,28.628,77.3649,835.0,15.0,1,0.0,0,1,83.0,3,5,0,14,Very High,34.0,85,30.0,6.9,150,0
