timestamp,route_id,traffic_volume,average_speed_kmph,congestion_level
2023-10-02 05:00:00,R003,58,74,Low
2023-10-02 05:00:00,R004,211,66,Low
2023-10-02 05:00:00,R005,207,45,Low
2023-10-02 06:00:00,R001,76,43,Low
2023-10-02 06:00:00,R002,73,55,Low
2023-10-02 06:00:00,R003,139,58,Low
2023-10-02 06:00:00,R004,119,50,Low
2023-10-02 06:00:00,R005,115,36,Medium
2023-10-02 07:00:00,R001,130,65,Low
2023-10-02 07:00:00,R002,147,81,Low
2023-10-02 07:00:00,R003,95,51,Low
2023-10-02 07:00:00,R004,128,62,Low
2023-10-02 07:00:00,R005,89,53,Low
2023-10-02 08:00:00,R001,255,16,High
2023-10-02 08:00:00,R002,200,27,Medium
2023-10-02 08:00:00,R003,220,25,Medium
2023-10-02 08:00:00,R004,363,17,High
2023-10-02 08:00:00,R005,246,25,Medium
2023-10-02 09:00:00,R001,657,12,High
2023-10-02 09:00:00,R002,462,22,Medium
2023-10-02 09:00:00,R003,464,30,Medium
2023-10-02 09:00:00,R004,720,34,Medium
2023-10-02 09:00:00,R005,171,19,High
2023-10-02 10:00:00,R001,222,23,Medium
2023-10-02 10:00:00,R002,199,26,Medium
2023-10-02 10:00:00,R003,441,10,High
2023-10-02 10:00:00,R004,682,14,High
2023-10-02 10:00:00,R005,218,36,Medium
2023-10-02 11:00:00,R001,670,14,High
2023-10-02 11:00:00,R002,229,30,Medium
2023-10-02 11:00:00,R003,358,28,Medium
2023-10-02 11:00:00,R004,629,31,Medium
2023-10-02 11:00:00,R005,464,16,High
2023-10-02 12:00:00,R001,220,20,Medium
2023-10-02 12:00:00,R002,146,39,Medium
2023-10-02 12:00:00,R003,69,24,Medium
2023-10-02 12:00:00,R004,190,31,Medium
2023-10-02 12:00:00,R005,160,33,Medium
2023-10-02 13:00:00,R001,121,32,Medium
2023-10-02 13:00:00,R002,72,51,Low
2023-10-02 13:00:00,R003,135,55,Low
2023-10-02 13:00:00,R004,139,46,Low
2023-10-02 13:00:00,R005,102,57,Low
2023-10-02 14:00:00,R001,248,35,Medium
2023-10-02 14:00:00,R002,117,49,Low
2023-10-02 14:00:00,R003,119,34,Medium
2023-10-02 14:00:00,R004,122,34,Medium
2023-10-02 14:00:00,R005,171,28,Medium
2023-10-02 15:00:00,R001,162,44,Low
2023-10-02 15:00:00,R002,194,72,Low
2023-10-02 15:00:00,R003,193,85,Low
2023-10-02 15:00:00,R004,266,39,Medium
2023-10-02 15:00:00,R005,126,55,Low
2023-10-02 16:00:00,R001,138,31,Medium
2023-10-02 16:00:00,R002,79,30,Medium
2023-10-02 16:00:00,R003,119,38,Medium
2023-10-02 16:00:00,R004,77,25,Medium
2023-10-02 16:00:00,R005,123,34,Medium
2023-10-02 17:00:00,R001,812,13,High
2023-10-02 17:00:00,R002,681,27,Medium
2023-10-02 17:00:00,R003,253,22,Medium
2023-10-02 17:00:00,R004,284,24,Medium
2023-10-02 17:00:00,R005,262,17,High
2023-10-02 18:00:00,R001,609,19,High
2023-10-02 18:00:00,R002,251,24,Medium
2023-10-02 18:00:00,R003,570,21,Medium
2023-10-02 18:00:00,R004,368,23,Medium
2023-10-02 18:00:00,R005,442,17,High
2023-10-02 19:00:00,R001,604,7,High
2023-10-02 19:00:00,R002,199,13,High
2023-10-02 19:00:00,R003,412,10,High
2023-10-02 19:00:00,R004,351,10,High
2023-10-02 19:00:00,R005,294,9,High
2023-10-02 20:00:00,R001,589,19,High
2023-10-02 20:00:00,R002,291,8,High
2023-10-02 20:00:00,R003,298,16,High
2023-10-02 20:00:00,R004,500,17,High
2023-10-02 20:00:00,R005,339,23,Medium
2023-10-02 21:00:00,R001,87,35,Medium
2023-10-02 21:00:00,R002,80,77,Low
2023-10-02 21:00:00,R003,137,68,Low
2023-10-02 21:00:00,R004,165,53,Low
2023-10-02 21:00:00,R005,57,55,Low
2023-10-02 22:00:00,R001,112,36,Medium
2023-10-02 22:00:00,R002,90,69,Low
2023-10-02 22:00:00,R003,94,86,Low
2023-10-02 22:00:00,R004,86,70,Low
2023-10-02 22:00:00,R005,77,50,Low
2023-10-02 23:00:00,R001,176,48,Low
2023-10-02 23:00:00,R002,49,64,Low
2023-10-02 23:00:00,R003,204,67,Low
2023-10-02 23:00:00,R004,115,47,Low
2023-10-02 23:00:00,R005,200,65,Low
2023-10-03 00:00:00,R001,170,45,Low
2023-10-03 00:00:00,R002,77,42,Low
2023-10-03 00:00:00,R003,122,41,Low
2023-10-03 00:00:00,R004,157,57,Low
2023-10-03 00:00:00,R005,53,43,Low
2023-10-03 01:00:00,R001,151,53,Low
2023-10-03 01:00:00,R002,206,64,Low
2023-10-03 01:00:00,R003,101,55,Low
2023-10-03 01:00:00,R004,82,42,Low
2023-10-03 01:00:00,R005,149,43,Low
2023-10-03 02:00:00,R001,206,52,Low
2023-10-03 02:00:00,R002,71,80,Low
2023-10-03 02:00:00,R003,196,52,Low
2023-10-03 02:00:00,R004,73,60,Low
2023-10-03 02:00:00,R005,172,64,Low
2023-10-03 03:00:00,R001,112,60,Low
2023-10-03 03:00:00,R002,125,67,Low
2023-10-03 03:00:00,R003,161,48,Low
2023-10-03 03:00:00,R004,93,63,Low
2023-10-03 03:00:00,R005,93,40,Low
2023-10-03 04:00:00,R001,112,37,Medium
2023-10-03 04:00:00,R002,146,66,Low
2023-10-03 04:00:00,R003,159,59,Low
2023-10-03 04:00:00,R004,55,44,Low
2023-10-03 04:00:00,R005,78,78,Low
2023-10-03 05:00:00,R001,157,49,Low
2023-10-03 05:00:00,R002,109,40,Low
2023-10-03 05:00:00,R003,117,58,Low
2023-10-03 05:00:00,R004,176,67,Low
2023-10-03 05:00:00,R005,228,48,Low
2023-10-03 06:00:00,R001,169,39,Medium
2023-10-03 06:00:00,R002,188,39,Medium
2023-10-03 06:00:00,R003,166,43,Low
2023-10-03 06:00:00,R004,183,30,Medium
2023-10-03 06:00:00,R005,58,30,Medium
2023-10-03 07:00:00,R001,74,63,Low
2023-10-03 07:00:00,R002,118,62,Low
2023-10-03 07:00:00,R003,89,54,Low
2023-10-03 07:00:00,R004,108,70,Low
2023-10-03 07:00:00,R005,136,69,Low
2023-10-03 08:00:00,R001,625,7,High
2023-10-03 08:00:00,R002,343,9,High
2023-10-03 08:00:00,R003,756,18,High
2023-10-03 08:00:00,R004,259,9,High
2023-10-03 08:00:00,R005,170,32,Medium
2023-10-03 09:00:00,R001,319,8,High
2023-10-03 09:00:00,R002,445,17,High
2023-10-03 09:00:00,R003,492,29,Medium
2023-10-03 09:00:00,R004,678,24,Medium
2023-10-03 09:00:00,R005,550,22,Medium
2023-10-03 10:00:00,R001,661,8,High
2023-10-03 10:00:00,R002,374,15,High
2023-10-03 10:00:00,R003,276,15,High
2023-10-03 10:00:00,R004,564,12,High
2023-10-03 10:00:00,R005,347,9,High
2023-10-03 11:00:00,R001,459,11,High
2023-10-03 11:00:00,R002,403,15,High
2023-10-03 11:00:00,R003,416,26,Medium
2023-10-03 11:00:00,R004,365,24,Medium
2023-10-03 11:00:00,R005,674,12,High
2023-10-03 12:00:00,R001,158,36,Medium
2023-10-03 12:00:00,R002,186,88,Low
2023-10-03 12:00:00,R003,70,63,Low
2023-10-03 12:00:00,R004,100,64,Low
2023-10-03 12:00:00,R005,189,47,Low
2023-10-03 13:00:00,R001,193,47,Low
2023-10-03 13:00:00,R002,109,55,Low
2023-10-03 13:00:00,R003,98,83,Low
2023-10-03 13:00:00,R004,68,65,Low
2023-10-03 13:00:00,R005,178,35,Medium
2023-10-03 14:00:00,R001,60,40,Low
2023-10-03 14:00:00,R002,232,52,Low
2023-10-03 14:00:00,R003,118,40,Low
2023-10-03 14:00:00,R004,210,37,Medium
2023-10-03 14:00:00,R005,79,48,Low
2023-10-03 15:00:00,R001,224,54,Low
2023-10-03 15:00:00,R002,159,74,Low
2023-10-03 15:00:00,R003,61,74,Low
2023-10-03 15:00:00,R004,109,42,Low
2023-10-03 15:00:00,R005,194,85,Low
2023-10-03 16:00:00,R001,157,57,Low
2023-10-03 16:00:00,R002,192,75,Low
2023-10-03 16:00:00,R003,261,50,Low
2023-10-03 16:00:00,R004,105,38,Medium
2023-10-03 16:00:00,R005,179,82,Low
2023-10-03 17:00:00,R001,429,11,High
2023-10-03 17:00:00,R002,258,21,Medium
2023-10-03 17:00:00,R003,283,32,Medium
2023-10-03 17:00:00,R004,241,26,Medium
2023-10-03 17:00:00,R005,332,19,High
2023-10-03 18:00:00,R001,562,10,High
2023-10-03 18:00:00,R002,145,13,High
2023-10-03 18:00:00,R003,473,7,High
2023-10-03 18:00:00,R004,607,12,High
2023-10-03 18:00:00,R005,735,13,High
2023-10-03 19:00:00,R001,398,15,High
2023-10-03 19:00:00,R002,144,11,High
2023-10-03 19:00:00,R003,477,18,High
2023-10-03 19:00:00,R004,427,8,High
2023-10-03 19:00:00,R005,311,16,High
2023-10-03 20:00:00,R001,758,11,High
2023-10-03 20:00:00,R002,172,22,Medium
2023-10-03 20:00:00,R003,282,16,High
2023-10-03 20:00:00,R004,249,14,High
2023-10-03 20:00:00,R005,341,20,Medium
2023-10-03 21:00:00,R001,122,58,Low
2023-10-03 21:00:00,R002,162,67,Low
2023-10-03 21:00:00,R003,233,91,Low
2023-10-03 21:00:00,R004,89,59,Low
2023-10-03 21:00:00,R005,220,68,Low
2023-10-03 22:00:00,R001,241,56,Low
2023-10-03 22:00:00,R002,71,44,Low
2023-10-03 22:00:00,R003,86,60,Low
2023-10-03 22:00:00,R004,101,57,Low
2023-10-03 22:00:00,R005,147,43,Low
2023-10-03 23:00:00,R001,114,42,Low
2023-10-03 23:00:00,R002,179,22,Medium
2023-10-03 23:00:00,R003,252,24,Medium
2023-10-03 23:00:00,R004,106,44,Low
2023-10-03 23:00:00,R005,217,49,Low
2023-10-04 00:00:00,R001,226,41,Low
2023-10-04 00:00:00,R002,183,44,Low
2023-10-04 00:00:00,R003,174,50,Low
2023-10-04 00:00:00,R004,178,54,Low
2023-10-04 00:00:00,R005,227,49,Low
2023-10-04 01:00:00,R001,111,66,Low
2023-10-04 01:00:00,R002,244,46,Low
2023-10-04 01:00:00,R003,114,67,Low
2023-10-04 01:00:00,R004,53,43,Low
2023-10-04 01:00:00,R005,87,42,Low
2023-10-04 02:00:00,R001,154,31,Medium
2023-10-04 02:00:00,R002,82,32,Medium
2023-10-04 02:00:00,R003,74,52,Low
2023-10-04 02:00:00,R004,60,49,Low
2023-10-04 02:00:00,R005,256,48,Low
2023-10-04 03:00:00,R001,218,60,Low
2023-10-04 03:00:00,R002,122,78,Low
2023-10-04 03:00:00,R003,228,59,Low
2023-10-04 03:00:00,R004,122,39,Medium
2023-10-04 03:00:00,R005,223,62,Low
2023-10-04 04:00:00,R001,152,44,Low
2023-10-04 04:00:00,R002,132,67,Low
2023-10-04 04:00:00,R003,288,53,Low
2023-10-04 04:00:00,R004,116,49,Low
2023-10-04 04:00:00,R005,233,69,Low
2023-10-04 05:00:00,R001,188,55,Low
2023-10-04 05:00:00,R002,129,62,Low
2023-10-04 05:00:00,R003,62,54,Low
2023-10-04 05:00:00,R004,208,52,Low
2023-10-04 05:00:00,R005,77,61,Low
2023-10-04 06:00:00,R001,218,45,Low
2023-10-04 06:00:00,R002,80,36,Medium
2023-10-04 06:00:00,R003,234,74,Low
2023-10-04 06:00:00,R004,221,63,Low
2023-10-04 06:00:00,R005,164,38,Medium
2023-10-04 07:00:00,R001,118,32,Medium
2023-10-04 07:00:00,R002,171,38,Medium
2023-10-04 07:00:00,R003,143,36,Medium
2023-10-04 07:00:00,R004,119,44,Low
2023-10-04 07:00:00,R005,165,29,Medium
2023-10-04 08:00:00,R001,554,7,High
2023-10-04 08:00:00,R002,187,18,High
2023-10-04 08:00:00,R003,577,17,High
2023-10-04 08:00:00,R004,345,21,Medium
2023-10-04 08:00:00,R005,283,17,High
2023-10-04 09:00:00,R001,766,12,High
2023-10-04 09:00:00,R002,645,36,Medium
2023-10-04 09:00:00,R003,403,17,High
2023-10-04 09:00:00,R004,391,13,High
2023-10-04 09:00:00,R005,526,14,High
2023-10-04 10:00:00,R001,229,27,Medium
2023-10-04 10:00:00,R002,773,11,High
2023-10-04 10:00:00,R003,360,20,Medium
2023-10-04 10:00:00,R004,495,14,High
2023-10-04 10:00:00,R005,418,23,Medium
2023-10-04 11:00:00,R001,217,14,High
2023-10-04 11:00:00,R002,151,32,Medium
2023-10-04 11:00:00,R003,683,18,High
2023-10-04 11:00:00,R004,493,29,Medium
2023-10-04 11:00:00,R005,181,29,Medium
2023-10-04 12:00:00,R001,300,43,Low
2023-10-04 12:00:00,R002,87,59,Low
2023-10-04 12:00:00,R003,190,59,Low
2023-10-04 12:00:00,R004,102,51,Low
2023-10-04 12:00:00,R005,186,69,Low
2023-10-04 13:00:00,R001,81,66,Low
2023-10-04 13:00:00,R002,243,53,Low
2023-10-04 13:00:00,R003,186,44,Low
2023-10-04 13:00:00,R004,96,56,Low
2023-10-04 13:00:00,R005,109,60,Low
2023-10-04 14:00:00,R001,279,54,Low
2023-10-04 14:00:00,R002,139,43,Low
2023-10-04 14:00:00,R003,152,50,Low
2023-10-04 14:00:00,R004,88,82,Low
2023-10-04 14:00:00,R005,42,39,Medium
2023-10-04 15:00:00,R001,195,30,Medium
2023-10-04 15:00:00,R002,158,55,Low
2023-10-04 15:00:00,R003,136,47,Low
2023-10-04 15:00:00,R004,156,85,Low
2023-10-04 15:00:00,R005,231,57,Low
2023-10-04 16:00:00,R001,186,56,Low
2023-10-04 16:00:00,R002,132,45,Low
2023-10-04 16:00:00,R003,103,57,Low
2023-10-04 16:00:00,R004,93,55,Low
2023-10-04 16:00:00,R005,175,47,Low
2023-10-04 17:00:00,R001,516,12,High
2023-10-04 17:00:00,R002,639,13,High
2023-10-04 17:00:00,R003,290,20,Medium
2023-10-04 17:00:00,R004,361,20,Medium
2023-10-04 17:00:00,R005,289,31,Medium
2023-10-04 18:00:00,R001,279,9,High
2023-10-04 18:00:00,R002,195,9,High
2023-10-04 18:00:00,R003,244,11,High
2023-10-04 18:00:00,R004,177,19,High
2023-10-04 18:00:00,R005,569,6,High
2023-10-04 19:00:00,R001,848,7,High
2023-10-04 19:00:00,R002,373,15,High
2023-10-04 19:00:00,R003,399,12,High
2023-10-04 19:00:00,R004,538,16,High
2023-10-04 19:00:00,R005,237,31,Medium
2023-10-04 20:00:00,R001,585,9,High
2023-10-04 20:00:00,R002,434,20,Medium
2023-10-04 20:00:00,R003,406,12,High
2023-10-04 20:00:00,R004,660,24,Medium
2023-10-04 20:00:00,R005,549,13,High
2023-10-04 21:00:00,R001,200,61,Low
2023-10-04 21:00:00,R002,156,59,Low
2023-10-04 21:00:00,R003,133,39,Medium
2023-10-04 21:00:00,R004,189,80,Low
2023-10-04 21:00:00,R005,152,43,Low
2023-10-04 22:00:00,R001,92,57,Low
2023-10-04 22:00:00,R002,103,84,Low
2023-10-04 22:00:00,R003,174,45,Low
2023-10-04 22:00:00,R004,54,76,Low
2023-10-04 22:00:00,R005,201,46,Low
2023-10-04 23:00:00,R001,244,67,Low
2023-10-04 23:00:00,R002,182,70,Low
2023-10-04 23:00:00,R003,130,60,Low
2023-10-04 23:00:00,R004,186,63,Low
2023-10-04 23:00:00,R005,144,66,Low
2023-10-05 00:00:00,R001,116,65,Low
2023-10-05 00:00:00,R002,121,50,Low
2023-10-05 00:00:00,R003,122,55,Low
2023-10-05 00:00:00,R004,117,52,Low
2023-10-05 00:00:00,R005,268,62,Low
2023-10-05 01:00:00,R001,80,48,Low
2023-10-05 01:00:00,R002,204,53,Low
2023-10-05 01:00:00,R003,90,71,Low
2023-10-05 01:00:00,R004,168,47,Low
2023-10-05 01:00:00,R005,164,75,Low
2023-10-05 02:00:00,R001,242,64,Low
2023-10-05 02:00:00,R002,130,64,Low
2023-10-05 02:00:00,R003,113,75,Low
2023-10-05 02:00:00,R004,91,57,Low
2023-10-05 02:00:00,R005,109,34,Medium
2023-10-05 03:00:00,R001,187,50,Low
2023-10-05 03:00:00,R002,178,53,Low
2023-10-05 03:00:00,R003,124,41,Low
2023-10-05 03:00:00,R004,146,59,Low
2023-10-05 03:00:00,R005,96,69,Low
2023-10-05 04:00:00,R001,128,29,Medium
2023-10-05 04:00:00,R002,142,53,Low
2023-10-05 04:00:00,R003,123,46,Low
2023-10-05 04:00:00,R004,251,70,Low
2023-10-05 04:00:00,R005,166,50,Low
2023-10-05 05:00:00,R001,194,64,Low
2023-10-05 05:00:00,R002,201,72,Low
2023-10-05 05:00:00,R003,115,57,Low
2023-10-05 05:00:00,R004,190,57,Low
2023-10-05 05:00:00,R005,164,54,Low
2023-10-05 06:00:00,R001,132,36,Medium
2023-10-05 06:00:00,R002,211,54,Low
2023-10-05 06:00:00,R003,138,55,Low
2023-10-05 06:00:00,R004,182,58,Low
2023-10-05 06:00:00,R005,89,65,Low
2023-10-05 07:00:00,R001,84,31,Medium
2023-10-05 07:00:00,R002,162,42,Low
2023-10-05 07:00:00,R003,79,33,Medium
2023-10-05 07:00:00,R004,68,33,Medium
2023-10-05 07:00:00,R005,55,26,Medium
2023-10-05 08:00:00,R001,376,16,High
2023-10-05 08:00:00,R002,423,21,Medium
2023-10-05 08:00:00,R003,627,22,Medium
2023-10-05 08:00:00,R004,490,28,Medium
2023-10-05 08:00:00,R005,208,11,High
2023-10-05 09:00:00,R001,553,7,High
2023-10-05 09:00:00,R002,622,9,High
2023-10-05 09:00:00,R003,276,8,High
2023-10-05 09:00:00,R004,291,15,High
2023-10-05 09:00:00,R005,313,8,High
2023-10-05 10:00:00,R001,396,10,High
2023-10-05 10:00:00,R002,271,10,High
2023-10-05 10:00:00,R003,202,13,High
2023-10-05 10:00:00,R004,223,8,High
2023-10-05 10:00:00,R005,690,19,High
2023-10-05 11:00:00,R001,212,7,High
2023-10-05 11:00:00,R002,258,7,High
2023-10-05 11:00:00,R003,134,12,High
2023-10-05 11:00:00,R004,417,9,High
2023-10-05 11:00:00,R005,272,9,High
2023-10-05 12:00:00,R001,315,37,Medium
2023-10-05 12:00:00,R002,149,25,Medium
2023-10-05 12:00:00,R003,89,42,Low
2023-10-05 12:00:00,R004,137,40,Low
2023-10-05 12:00:00,R005,104,21,Medium
2023-10-05 13:00:00,R001,69,45,Low
2023-10-05 13:00:00,R002,68,66,Low
2023-10-05 13:00:00,R003,98,51,Low
2023-10-05 13:00:00,R004,129,52,Low
2023-10-05 13:00:00,R005,159,64,Low
2023-10-05 14:00:00,R001,91,44,Low
2023-10-05 14:00:00,R002,60,59,Low
2023-10-05 14:00:00,R003,145,48,Low
2023-10-05 14:00:00,R004,184,67,Low
2023-10-05 14:00:00,R005,188,50,Low
2023-10-05 15:00:00,R001,205,36,Medium
2023-10-05 15:00:00,R002,186,39,Medium
2023-10-05 15:00:00,R003,212,33,Medium
2023-10-05 15:00:00,R004,204,25,Medium
2023-10-05 15:00:00,R005,151,42,Low
2023-10-05 16:00:00,R001,111,50,Low
2023-10-05 16:00:00,R002,106,54,Low
2023-10-05 16:00:00,R003,124,53,Low
2023-10-05 16:00:00,R004,157,71,Low
2023-10-05 16:00:00,R005,111,75,Low
2023-10-05 17:00:00,R001,397,11,High
2023-10-05 17:00:00,R002,562,8,High
2023-10-05 17:00:00,R003,717,11,High
2023-10-05 17:00:00,R004,391,21,Medium
2023-10-05 17:00:00,R005,508,10,High
2023-10-05 18:00:00,R001,183,15,High
2023-10-05 18:00:00,R002,419,20,Medium
2023-10-05 18:00:00,R003,299,15,High
2023-10-05 18:00:00,R004,205,11,High
2023-10-05 18:00:00,R005,377,15,High
2023-10-05 19:00:00,R001,612,7,High
2023-10-05 19:00:00,R002,593,17,High
2023-10-05 19:00:00,R003,233,19,High
2023-10-05 19:00:00,R004,506,15,High
2023-10-05 19:00:00,R005,213,16,High
2023-10-05 20:00:00,R001,277,13,High
2023-10-05 20:00:00,R002,551,21,Medium
2023-10-05 20:00:00,R003,314,14,High
2023-10-05 20:00:00,R004,191,21,Medium
2023-10-05 20:00:00,R005,693,15,High
2023-10-05 21:00:00,R001,200,24,Medium
2023-10-05 21:00:00,R002,85,42,Low
2023-10-05 21:00:00,R003,167,48,Low
2023-10-05 21:00:00,R004,79,34,Medium
2023-10-05 21:00:00,R005,131,45,Low
2023-10-05 22:00:00,R001,129,28,Medium
2023-10-05 22:00:00,R002,124,28,Medium
2023-10-05 22:00:00,R003,168,39,Medium
2023-10-05 22:00:00,R004,163,27,Medium
2023-10-05 22:00:00,R005,114,45,Low
2023-10-05 23:00:00,R001,148,27,Medium
2023-10-05 23:00:00,R002,187,23,Medium
2023-10-05 23:00:00,R003,151,43,Low
2023-10-05 23:00:00,R004,73,45,Low
2023-10-05 23:00:00,R005,265,51,Low
2023-10-06 00:00:00,R001,140,38,Medium
2023-10-06 00:00:00,R002,73,68,Low
2023-10-06 00:00:00,R003,140,86,Low
2023-10-06 00:00:00,R004,106,53,Low
